id,type,group,name
185,7,controller,yawRate
186,5,controller,ctr_yaw
187,7,ext_pos,X
188,7,ext_pos,Y
189,7,ext_pos,Z
190,7,locSrv,x
191,7,locSrv,y
192,7,locSrv,z
193,7,locSrv,qx
194,7,locSrv,qy
195,7,locSrv,qz
196,7,locSrv,qw
197,2,locSrvZ,tick
198,2,crtp,rxRate
199,2,crtp,txRate
200,7,kalman,stateX
201,7,kalman,stateY
202,7,kalman,stateZ
203,7,kalman,statePX
204,7,kalman,statePY
205,7,kalman,statePZ
206,7,kalman,stateD0
207,7,kalman,stateD1
208,7,kalman,stateD2
209,7,kalman,varX
210,7,kalman,varY
211,7,kalman,varZ
212,7,kalman,varPX
213,7,kalman,varPY
214,7,kalman,varPZ
215,7,kalman,varD0
216,7,kalman,varD1
217,7,kalman,varD2
218,7,kalman,q0
219,7,kalman,q1
220,7,kalman,q2
221,7,kalman,q3
222,7,kalman,rtUpdate
223,7,kalman,rtPred
224,7,kalman,rtFinal
225,6,outlierf,lhWin
226,6,outlierf,bucket0
227,6,outlierf,bucket1
228,6,outlierf,bucket2
229,6,outlierf,bucket3
230,6,outlierf,bucket4
231,7,outlierf,accLev
232,7,outlierf,errD
233,7,estimator,rtApnd
234,7,estimator,rtRej
235,7,extrx,thrust
236,7,extrx,roll
237,7,extrx,pitch
238,7,extrx,rollRate
239,7,extrx,pitchRate
240,7,extrx,yawRate
241,7,extrx,zVel
242,1,extrx,AltHold
243,1,extrx,Arm
244,2,extrx_raw,ch0
245,2,extrx_raw,ch1
246,2,extrx_raw,ch2
247,2,extrx_raw,ch3
248,2,extrx_raw,ch4
249,2,extrx_raw,ch5
250,2,extrx_raw,ch6
251,2,extrx_raw,ch7
252,7,health,motorVarXM1
253,7,health,motorVarYM1
254,7,health,motorVarXM2
255,7,health,motorVarYM2
256,7,health,motorVarXM3
257,7,health,motorVarYM3
258,7,health,motorVarXM4
259,7,health,motorVarYM4
260,1,health,motorPass
261,7,health,batterySag
262,1,health,batteryPass
263,2,health,motorTestCount
264,3,memTst,errCntW
265,7,posCtrlIndi,posRef_x
266,7,posCtrlIndi,posRef_y
267,7,posCtrlIndi,posRef_z
268,7,posCtrlIndi,velS_x
269,7,posCtrlIndi,velS_y
270,7,posCtrlIndi,velS_z
271,7,posCtrlIndi,velRef_x
272,7,posCtrlIndi,velRef_y
273,7,posCtrlIndi,velRef_z
274,7,posCtrlIndi,angS_roll
275,7,posCtrlIndi,angS_pitch
276,7,posCtrlIndi,angS_yaw
277,7,posCtrlIndi,angF_roll
278,7,posCtrlIndi,angF_pitch
279,7,posCtrlIndi,angF_yaw
280,7,posCtrlIndi,accRef_x
281,7,posCtrlIndi,accRef_y
282,7,posCtrlIndi,accRef_z
283,7,posCtrlIndi,accS_x
284,7,posCtrlIndi,accS_y
285,7,posCtrlIndi,accS_z
286,7,posCtrlIndi,accF_x
287,7,posCtrlIndi,accF_y
288,7,posCtrlIndi,accF_z
289,7,posCtrlIndi,accFT_x
290,7,posCtrlIndi,accFT_y
291,7,posCtrlIndi,accFT_z
292,7,posCtrlIndi,accErr_x
293,7,posCtrlIndi,accErr_y
294,7,posCtrlIndi,accErr_z
295,7,posCtrlIndi,phi_tilde
296,7,posCtrlIndi,theta_tilde
297,7,posCtrlIndi,T_tilde
298,7,posCtrlIndi,T_inner
299,7,posCtrlIndi,T_inner_f
300,7,posCtrlIndi,T_incremented
301,7,posCtrlIndi,cmd_phi
302,7,posCtrlIndi,cmd_theta
303,7,posCtl,targetVX
304,7,posCtl,targetVY
305,7,posCtl,targetVZ
306,7,posCtl,targetX
307,7,posCtl,targetY
308,7,posCtl,targetZ
309,7,posCtl,bodyVX
310,7,posCtl,bodyVY
311,7,posCtl,bodyX
312,7,posCtl,bodyY
313,7,posCtl,Xp
314,7,posCtl,Xi
315,7,posCtl,Xd
316,7,posCtl,Xff
317,7,posCtl,Yp
318,7,posCtl,Yi
319,7,posCtl,Yd
320,7,posCtl,Yff
321,7,posCtl,Zp
322,7,posCtl,Zi
323,7,posCtl,Zd
324,7,posCtl,Zff
325,7,posCtl,VXp
326,7,posCtl,VXi
327,7,posCtl,VXd
328,7,posCtl,VXff
329,7,posCtl,VYp
330,7,posCtl,VYi
331,7,posCtl,VYd
332,7,posCtl,VYff
333,7,posCtl,VZp
334,7,posCtl,VZi
335,7,posCtl,VZd
336,7,posCtl,VZff
337,7,posEstAlt,estimatedZ
338,7,posEstAlt,estVZ
339,7,posEstAlt,velocityZ
340,2,range,front
341,2,range,back
342,2,range,up
343,2,range,left
344,2,range,right
345,2,range,zrange
346,7,sensfusion6,qw
347,7,sensfusion6,qx
348,7,sensfusion6,qy
349,7,sensfusion6,qz
350,7,sensfusion6,gravityX
351,7,sensfusion6,gravityY
352,7,sensfusion6,gravityZ
353,7,sensfusion6,accZbase
354,1,sensfusion6,isInit
355,1,sensfusion6,isCalibrated
356,7,acc,x
357,7,acc,y
358,7,acc,z
359,7,baro,asl
360,7,baro,temp
361,7,baro,pressure
362,7,ctrltarget,x
363,7,ctrltarget,y
364,7,ctrltarget,z
365,7,ctrltarget,vx
366,7,ctrltarget,vy
367,7,ctrltarget,vz
368,7,ctrltarget,ax
369,7,ctrltarget,ay
370,7,ctrltarget,az
371,7,ctrltarget,roll
372,7,ctrltarget,pitch
373,7,ctrltarget,yaw
374,5,ctrltargetZ,x
375,5,ctrltargetZ,y
376,5,ctrltargetZ,z
377,5,ctrltargetZ,vx
378,5,ctrltargetZ,vy
379,5,ctrltargetZ,vz
380,5,ctrltargetZ,ax
381,5,ctrltargetZ,ay
382,5,ctrltargetZ,az
383,7,mag,x
384,7,mag,y
385,7,mag,z
386,7,stabilizer,roll
387,7,stabilizer,pitch
388,7,stabilizer,yaw
389,7,stabilizer,thrust
390,7,stabilizer,rtStab
391,3,stabilizer,intToOut
392,7,stateEstimate,x
393,7,stateEstimate,y
394,7,stateEstimate,z
395,7,stateEstimate,vx
396,7,stateEstimate,vy
397,7,stateEstimate,vz
398,7,stateEstimate,ax
399,7,stateEstimate,ay
400,7,stateEstimate,az
401,7,stateEstimate,roll
402,7,stateEstimate,pitch
403,7,stateEstimate,yaw
404,7,stateEstimate,qx
405,7,stateEstimate,qy
406,7,stateEstimate,qz
407,7,stateEstimate,qw
408,5,stateEstimateZ,x
409,5,stateEstimateZ,y
410,5,stateEstimateZ,z
411,5,stateEstimateZ,vx
412,5,stateEstimateZ,vy
413,5,stateEstimateZ,vz
414,5,stateEstimateZ,ax
415,5,stateEstimateZ,ay
416,5,stateEstimateZ,az
417,3,stateEstimateZ,quat
418,5,stateEstimateZ,rateRoll
419,5,stateEstimateZ,ratePitch
420,5,stateEstimateZ,rateYaw
421,1,sys,canfly
422,1,sys,isFlying
423,1,sys,isTumbled
424,4,sys,armed
425,7,tdoaEngine,stRx
426,7,tdoaEngine,stEst
427,7,tdoaEngine,stTime
428,7,tdoaEngine,stFound
429,7,tdoaEngine,stCc
430,7,tdoaEngine,stHit
431,7,tdoaEngine,stMiss
432,7,tdoaEngine,cc
433,2,tdoaEngine,tof
434,7,tdoaEngine,tdoa
435,1,DTR_P2P,rx_state
436,1,DTR_P2P,tx_state
437,7,kalman_pred,predNX
438,7,kalman_pred,predNY
439,7,kalman_pred,measNX
440,7,kalman_pred,measNY
441,1,lighthouse,validAngles
442,7,lighthouse,rawAngle0x
443,7,lighthouse,rawAngle0y
444,7,lighthouse,rawAngle1x
445,7,lighthouse,rawAngle1y
446,7,lighthouse,angle0x
447,7,lighthouse,angle0y
448,7,lighthouse,angle1x
449,7,lighthouse,angle1y
450,7,lighthouse,angle0x_1
451,7,lighthouse,angle0y_1
452,7,lighthouse,angle1x_1
453,7,lighthouse,angle1y_1
454,7,lighthouse,angle0x_2
455,7,lighthouse,angle0y_2
456,7,lighthouse,angle1x_2
457,7,lighthouse,angle1y_2
458,7,lighthouse,angle0x_3
459,7,lighthouse,angle0y_3
460,7,lighthouse,angle1x_3
461,7,lighthouse,angle1y_3
462,7,lighthouse,rawAngle0xlh2
463,7,lighthouse,rawAngle0ylh2
464,7,lighthouse,rawAngle1xlh2
465,7,lighthouse,rawAngle1ylh2
466,7,lighthouse,angle0x_0lh2
467,7,lighthouse,angle0y_0lh2
468,7,lighthouse,angle1x_0lh2
469,7,lighthouse,angle1y_0lh2
470,2,lighthouse,width0
471,2,lighthouse,width1
472,2,lighthouse,width2
473,2,lighthouse,width3
474,1,lighthouse,comSync
475,2,lighthouse,bsAvailable
476,2,lighthouse,bsReceive
477,2,lighthouse,bsActive
478,2,lighthouse,bsCalUd
479,2,lighthouse,bsCalCon
480,1,lighthouse,status
481,7,lighthouse,posRt
482,7,lighthouse,estBs0Rt
483,7,lighthouse,estBs1Rt
484,7,lighthouse,x
485,7,lighthouse,y
486,7,lighthouse,z
487,7,lighthouse,delta
488,2,lighthouse,bsGeoVal
489,2,lighthouse,bsCalVal
490,7,lighthouse,disProb
