id,type,group,name
185,7,controller,yawRate
186,5,controller,ctr_yaw
187,7,ext_pos,X
188,7,ext_pos,Y
189,7,ext_pos,Z
190,7,locSrv,x
191,7,locSrv,y
192,7,locSrv,z
193,7,locSrv,qx
194,7,locSrv,qy
195,7,locSrv,qz
196,7,locSrv,qw
197,2,locSrvZ,tick
198,2,crtp,rxRate
199,2,crtp,txRate
200,7,kalman,stateX
201,7,kalman,stateY
202,7,kalman,stateZ
203,7,kalman,statePX
204,7,kalman,statePY
205,7,kalman,statePZ
206,7,kalman,stateD0
207,7,kalman,stateD1
208,7,kalman,stateD2
209,7,kalman,varX
210,7,kalman,varY
211,7,kalman,varZ
212,7,kalman,varPX
213,7,kalman,varPY
214,7,kalman,varPZ
215,7,kalman,varD0
216,7,kalman,varD1
217,7,kalman,varD2
218,7,kalman,q0
219,7,kalman,q1
220,7,kalman,q2
221,7,kalman,q3
222,7,kalman,rtUpdate
223,7,kalman,rtPred
224,7,kalman,rtFinal
225,6,outlierf,lhWin
226,7,estimator,rtApnd
227,7,estimator,rtRej
228,7,extrx,thrust
229,7,extrx,roll
230,7,extrx,pitch
231,7,extrx,rollRate
232,7,extrx,pitchRate
233,7,extrx,yawRate
234,7,extrx,zVel
235,1,extrx,AltHold
236,1,extrx,Arm
237,2,extrx_raw,ch0
238,2,extrx_raw,ch1
239,2,extrx_raw,ch2
240,2,extrx_raw,ch3
241,2,extrx_raw,ch4
242,2,extrx_raw,ch5
243,2,extrx_raw,ch6
244,2,extrx_raw,ch7
245,7,health,motorVarXM1
246,7,health,motorVarYM1
247,7,health,motorVarXM2
248,7,health,motorVarYM2
249,7,health,motorVarXM3
250,7,health,motorVarYM3
251,7,health,motorVarXM4
252,7,health,motorVarYM4
253,1,health,motorPass
254,7,health,batterySag
255,1,health,batteryPass
256,2,health,motorTestCount
257,3,memTst,errCntW
258,7,posCtrlIndi,posRef_x
259,7,posCtrlIndi,posRef_y
260,7,posCtrlIndi,posRef_z
261,7,posCtrlIndi,velS_x
262,7,posCtrlIndi,velS_y
263,7,posCtrlIndi,velS_z
264,7,posCtrlIndi,velRef_x
265,7,posCtrlIndi,velRef_y
266,7,posCtrlIndi,velRef_z
267,7,posCtrlIndi,angS_roll
268,7,posCtrlIndi,angS_pitch
269,7,posCtrlIndi,angS_yaw
270,7,posCtrlIndi,angF_roll
271,7,posCtrlIndi,angF_pitch
272,7,posCtrlIndi,angF_yaw
273,7,posCtrlIndi,accRef_x
274,7,posCtrlIndi,accRef_y
275,7,posCtrlIndi,accRef_z
276,7,posCtrlIndi,accS_x
277,7,posCtrlIndi,accS_y
278,7,posCtrlIndi,accS_z
279,7,posCtrlIndi,accF_x
280,7,posCtrlIndi,accF_y
281,7,posCtrlIndi,accF_z
282,7,posCtrlIndi,accFT_x
283,7,posCtrlIndi,accFT_y
284,7,posCtrlIndi,accFT_z
285,7,posCtrlIndi,accErr_x
286,7,posCtrlIndi,accErr_y
287,7,posCtrlIndi,accErr_z
288,7,posCtrlIndi,phi_tilde
289,7,posCtrlIndi,theta_tilde
290,7,posCtrlIndi,T_tilde
291,7,posCtrlIndi,T_inner
292,7,posCtrlIndi,T_inner_f
293,7,posCtrlIndi,T_incremented
294,7,posCtrlIndi,cmd_phi
295,7,posCtrlIndi,cmd_theta
296,7,posCtl,targetVX
297,7,posCtl,targetVY
298,7,posCtl,targetVZ
299,7,posCtl,targetX
300,7,posCtl,targetY
301,7,posCtl,targetZ
302,7,posCtl,bodyVX
303,7,posCtl,bodyVY
304,7,posCtl,bodyX
305,7,posCtl,bodyY
306,7,posCtl,Xp
307,7,posCtl,Xi
308,7,posCtl,Xd
309,7,posCtl,Xff
310,7,posCtl,Yp
311,7,posCtl,Yi
312,7,posCtl,Yd
313,7,posCtl,Yff
314,7,posCtl,Zp
315,7,posCtl,Zi
316,7,posCtl,Zd
317,7,posCtl,Zff
318,7,posCtl,VXp
319,7,posCtl,VXi
320,7,posCtl,VXd
321,7,posCtl,VXff
322,7,posCtl,VYp
323,7,posCtl,VYi
324,7,posCtl,VYd
325,7,posCtl,VYff
326,7,posCtl,VZp
327,7,posCtl,VZi
328,7,posCtl,VZd
329,7,posCtl,VZff
330,7,posEstAlt,estimatedZ
331,7,posEstAlt,estVZ
332,7,posEstAlt,velocityZ
333,2,range,front
334,2,range,back
335,2,range,up
336,2,range,left
337,2,range,right
338,2,range,zrange
339,7,sensfusion6,qw
340,7,sensfusion6,qx
341,7,sensfusion6,qy
342,7,sensfusion6,qz
343,7,sensfusion6,gravityX
344,7,sensfusion6,gravityY
345,7,sensfusion6,gravityZ
346,7,sensfusion6,accZbase
347,1,sensfusion6,isInit
348,1,sensfusion6,isCalibrated
349,7,acc,x
350,7,acc,y
351,7,acc,z
352,7,baro,asl
353,7,baro,temp
354,7,baro,pressure
355,7,ctrltarget,x
356,7,ctrltarget,y
357,7,ctrltarget,z
358,7,ctrltarget,vx
359,7,ctrltarget,vy
360,7,ctrltarget,vz
361,7,ctrltarget,ax
362,7,ctrltarget,ay
363,7,ctrltarget,az
364,7,ctrltarget,roll
365,7,ctrltarget,pitch
366,7,ctrltarget,yaw
367,5,ctrltargetZ,x
368,5,ctrltargetZ,y
369,5,ctrltargetZ,z
370,5,ctrltargetZ,vx
371,5,ctrltargetZ,vy
372,5,ctrltargetZ,vz
373,5,ctrltargetZ,ax
374,5,ctrltargetZ,ay
375,5,ctrltargetZ,az
376,7,mag,x
377,7,mag,y
378,7,mag,z
379,7,stabilizer,roll
380,7,stabilizer,pitch
381,7,stabilizer,yaw
382,7,stabilizer,thrust
383,7,stabilizer,rtStab
384,3,stabilizer,intToOut
385,7,stateEstimate,x
386,7,stateEstimate,y
387,7,stateEstimate,z
388,7,stateEstimate,vx
389,7,stateEstimate,vy
390,7,stateEstimate,vz
391,7,stateEstimate,ax
392,7,stateEstimate,ay
393,7,stateEstimate,az
394,7,stateEstimate,roll
395,7,stateEstimate,pitch
396,7,stateEstimate,yaw
397,7,stateEstimate,qx
398,7,stateEstimate,qy
399,7,stateEstimate,qz
400,7,stateEstimate,qw
401,5,stateEstimateZ,x
402,5,stateEstimateZ,y
403,5,stateEstimateZ,z
404,5,stateEstimateZ,vx
405,5,stateEstimateZ,vy
406,5,stateEstimateZ,vz
407,5,stateEstimateZ,ax
408,5,stateEstimateZ,ay
409,5,stateEstimateZ,az
410,3,stateEstimateZ,quat
411,5,stateEstimateZ,rateRoll
412,5,stateEstimateZ,ratePitch
413,5,stateEstimateZ,rateYaw
414,1,sys,canfly
415,1,sys,isFlying
416,1,sys,isTumbled
417,4,sys,armed
418,7,tdoaEngine,stRx
419,7,tdoaEngine,stEst
420,7,tdoaEngine,stTime
421,7,tdoaEngine,stFound
422,7,tdoaEngine,stCc
423,7,tdoaEngine,stHit
424,7,tdoaEngine,stMiss
425,7,tdoaEngine,cc
426,2,tdoaEngine,tof
427,7,tdoaEngine,tdoa
428,1,DTR_P2P,rx_state
429,1,DTR_P2P,tx_state
430,7,kalman_pred,predNX
431,7,kalman_pred,predNY
432,7,kalman_pred,measNX
433,7,kalman_pred,measNY
434,1,lighthouse,validAngles
435,7,lighthouse,rawAngle0x
436,7,lighthouse,rawAngle0y
437,7,lighthouse,rawAngle1x
438,7,lighthouse,rawAngle1y
439,7,lighthouse,angle0x
440,7,lighthouse,angle0y
441,7,lighthouse,angle1x
442,7,lighthouse,angle1y
443,7,lighthouse,angle0x_1
444,7,lighthouse,angle0y_1
445,7,lighthouse,angle1x_1
446,7,lighthouse,angle1y_1
447,7,lighthouse,angle0x_2
448,7,lighthouse,angle0y_2
449,7,lighthouse,angle1x_2
450,7,lighthouse,angle1y_2
451,7,lighthouse,angle0x_3
452,7,lighthouse,angle0y_3
453,7,lighthouse,angle1x_3
454,7,lighthouse,angle1y_3
455,7,lighthouse,rawAngle0xlh2
456,7,lighthouse,rawAngle0ylh2
457,7,lighthouse,rawAngle1xlh2
458,7,lighthouse,rawAngle1ylh2
459,7,lighthouse,angle0x_0lh2
460,7,lighthouse,angle0y_0lh2
461,7,lighthouse,angle1x_0lh2
462,7,lighthouse,angle1y_0lh2
463,2,lighthouse,width0
464,2,lighthouse,width1
465,2,lighthouse,width2
466,2,lighthouse,width3
467,1,lighthouse,comSync
468,2,lighthouse,bsAvailable
469,2,lighthouse,bsReceive
470,2,lighthouse,bsActive
471,2,lighthouse,bsCalUd
472,2,lighthouse,bsCalCon
473,1,lighthouse,status
474,7,lighthouse,posRt
475,7,lighthouse,estBs0Rt
476,7,lighthouse,estBs1Rt
477,7,lighthouse,x
478,7,lighthouse,y
479,7,lighthouse,z
480,7,lighthouse,delta
481,2,lighthouse,bsGeoVal
482,2,lighthouse,bsCalVal
483,7,lighthouse,disProb
